intent,question,answer,filename
app_answers_detail_a_id_1283,Will I be charged if I withdraw after census date?,"Yes, if you are enrolled in units once census day has passed, you are financially liable for their fees, even if you have not taken part in any classes. If you have elected to defer fees to a HELP loan, you will need to make payment for these to the ATO. If you have unpaid Student Services and Amenities Fees, you will have a sanction on your record until they have been paid. To avoid charges, ensure you withdraw from any units you don't want to study on or before the census date. Intent to withdraw from a unit is not sufficient, nor is advising your lecturer that you will no longer be attending classes. See Key Dates for a list of census dates for all study periods.",app_answers_detail_a_id_1283.html
app_answers_detail_a_id_1269,What is a Commonwealth Supported Place?,"A Commonwealth Supported Place (CSP), is one where: Part of the cost of your study is paid for by the Commonwealth Government, and Part of the cost (the 'Student Contribution') is paid by you. All students in a Commonwealth Supported Place need to complete the Commonwealth Assistance Form (eCAF), whether applying to defer fees or not by Census Date. You can find your Commonwealth Assistance Forms in eStudent: Go to ‘MyStudy’ tab Click on your course name Select 'Government Assistance' (left hand side) click ""Add"" Go to ‘MyStudy’ tab Click on your course name Select 'Government Assistance' (left hand side) click ""Add"" For more information on Commonwealth Supported Places, and who is eligible visit Study Assist: What is a CSP? . See also What is a Commonwealth Assistance Form (eCAF) and which one do I need to complete? Am I eligible to defer my fees?",app_answers_detail_a_id_1269.html
app_answers_detail_a_id_2221,How do I pay my International Student Fees from outside Australia?,"To pay your International Student Fees from outside Australia, Convera is the most reliable online payment system and our preferred method of payment. It helps reduce the number of lost payments, allows us to receive your payment for the full value, and provides you certainty of up-front costs. To pay: Step 1: Log onto Convera and enter your student information. Step 2: Enter amount of Australian dollars to pay Step 3: Select payment method - Credit / Debit Card or Telegraphic Transfer Step 4: Finalise payment Convera will transfer your payment to the University in Australian dollars on the same day they receive your payment. Payments can take between 5 and 14 days to reach the University. Please allow 2-3 business days on top of this for the payment to be processed. Contact Convera: Phone: +61 2 8585 7221 Mon-Fri (Sydney Business Hours) Email: StudentSupport@convera. com We do not partner with any other financial or loan services for student payments. We strongly recommend that you do not make payment or loan arrangements with any unofficial providers or services. If you have any questions about making payments or payment options, please contact UConnect. I made a payment to the University: why can’t I see it on eStudent? I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why? Am I eligible for Austudy or Youth Allowance Centrelink payments?",app_answers_detail_a_id_2221.html
app_answers_detail_a_id_1282,"Are there fees, besides tuition, that I need to pay?","Domestic students: Commonwealth Supported students: In addition to tuition fees, you will pay the Student Services and Amenities Fees (SSAF). This is a separate fee charged per unit you are enrolled in. Most units, but not all, have SSAF attached. Domestic Full Fee Paying students: SSAF is incorporated into you tuition fees and you won't need to pay a separate SSAF charge. All students: We recommend that you allow up to about AU$1000 per year in addition to tuition fees / SSAF for study related costs such as: Text books Specialist equipment (e. g safety equipment / clothing for professional experience placements. ) Optional supplementary reading and academic program materials Field trips / excursion costs. Depending on your situation, you may also need to factor in costs for: Access to a contemporary laptop with webcam and headphones - especially where required for online exams Parking on, or transport to, campus International English Language Testing System (IELTS) test fees Childcare Library Costs for late returns or lost books Application Fees for international students applying for the Bachelor of Medicine/Bachelor of Surgery Oral Examination for Certificate of Competency through Australian Maritime Safety Authority (AMSA) Academic Transcripts and Completion Letters Accommodation fees",app_answers_detail_a_id_1282.html
app_answers_detail_a_id_2134,I made a payment to the University: why can’t I see it on eStudent?,"Payments can take up to 3-5 working days to process. Check the Key Dates for the payment due dates for your study periods. If you have made payment to lift a fee sanction but additional fees have since come due, they will also need to be paid / deferred for the sanction to be lifted. I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_2134.html
app_answers_detail_a_id_1697,"My course was supposed to be free, why are there fees on my invoice?","Scholarships, discounts and fee scholarships are applied before Census Date of your study period. I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1697.html
app_answers_detail_a_id_1694,I submitted an eCAF but my SSAF has not been deferred. Why?,"The HECS-HELP Commonwealth Assistance form (eCAF) that you must complete before enrolling in units relates only to your tuition fees ('Student Contribution') and not to your Student Services and Amenities Fees (SSAF). If you would like to defer your SSAF fees t o your HELP loan, you must also submit the separate 'SA-HELP Form' before the census date for the study period. You only need to do this once per course. General steps: Log into eStudent, navigate to the 'MyStudy' tab, and select 'Manage my Course' for the course you want to complete a SA-HELP form for. Select 'Government Assistance' from the options on the left and click 'Add'. Select ' Request a SA-HELP loan '. Can I defer my Student Services & Amenities Fees (SSAF) Am I eligible to defer my fees? I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1694.html
app_answers_detail_a_id_1043,How do I withdraw my application to study?,Domestic students Contact the Course Information team to withdraw your application on 1300 363 864 or course. info@utas. edu. au. International students Contact International Admissions at International. Admissions@utas. edu. au for assistance with withdrawing your application.,app_answers_detail_a_id_1043.html
app_answers_detail_a_id_2312,How do I fill out my FEE-HELP form (eCAF)?,"General steps: Log into eStudent go to the 'MyStudy' tab Your course will pop up, select 'manage my course' Select 'Government Assistance' from the options on the left click the 'Add' button which will appear on the top right hand side of the page. Select 'Request a FEE-HELP loan '. Carefully read the instructions on page 1 of the form Complete the form and click ‘Submit’. If you are eligible to defer your fees and are applying to do so, enter your Tax File Number (TFN ) in the box provided. If you have applied for but do not yet have your TFN, tick the 'Certificate of application for a TFN attached' option and upload a copy of this when prompted. Once you have your TFN, you will need to submit a new copy of the 'Request a FEE-HELP loan' form with your new number. Am I eligible to defer my fees?",app_answers_detail_a_id_2312.html
app_answers_detail_a_id_1144,How do I get my University username and password?,"Once you have accepted your offer to study, you will receive your login details by email. If you haven’t received your login details: This might be because you have not met all the conditions on offer letter. If you have studied with us in the past, your login details will be the same – if you have forgotten them, they can be reset. Check your email spam and junk folders. Your University login details (for MyLO, University email, eStudent, etc) are different to those you used when applying. If you need help with your login, please contact the IT Service Desk or call 13 UTAS (13 8827). I have received my offer to study, what do I do next?",app_answers_detail_a_id_1144.html
app_answers_detail_a_id_1286,What is the difference between domestic and international fees?,"Domestic students: If you are in an undergraduate course, it is likely to be a Commonwealth Supported Place (CSP). This is where the Government pays for a portion of your tution fees and you pay the remainder - the 'student contribution'. See your letter of offer to check if you are in a Commonwealth Supported Place or not. The Student Services and Amenities Fee (SSAF) is charged separately from the tuition fees. For more information, see Fees and Charges - domestic International students: You are not eligible for a Commonwealth Supported Place and will need to organise to pay your tuition fees in full. Your tuition fees have the Student Services and Amenities Fee (SSAF) built in so you do not need to pay for this separately. If eligible, you may receive the Tasmanian International Scholarship to receive discounted tuition. All students: Your fees may be different from other students for reasons such as residency or citizenship, scholarships, student exchange programs, and the course or units that you are enrolled in. The annual unit and tuition fee can also vary from year to year so, if you accepted your offer at different times, your fees may be different. When applying and enrolling at the University it is critical to understand your finance options and either apply to defer your fees (where eligible) or organise to pay your fees by the due date. Login in to eStudent to view and pay your fees and submit requests for Commonwealth Assistance.",app_answers_detail_a_id_1286.html
app_answers_detail_a_id_2187,What is included in the rent that I pay for my University of Tasmania accommodation?,"Your rent pays for: Furnished accommodation Electricity and heating Access to a self-serve laundry (no additional charge but you need to provide your own washing powder) Shuttle bus service to and from campuses (Hobart only Access to residential student clubs Access to computer labs with internet connection Access to Eduroam Wi-Fi services 24/7 security and support Access to the best student experience on offer at the University of Tasmania! Personal Internet – all students get access to the University network (Eduroam) but can choose to purchase additional external access (for gaming consoles, for example) Linens Vacuum cleaners Food - we only offer self-catering accommodation",app_answers_detail_a_id_2187.html
app_answers_detail_a_id_1538,When will I receive my University accommodation offer and how do I accept it?,"Successful applicants will be sent an Offer of Accommodation via email. Ensure that your email is current and be sure to check your email inbox as well as your spam mail. How long it takes to receive an offer is dependent on when you apply - if there are lots of applications to process, it will take longer, so it's best to get your application in as soon as you can. To accept your offer, login to the Accommodation Portal, complete the required steps, and pay a holding fee (AUD$150) and a security deposit (AUD$500). I have received my offer to study, what do I do next?",app_answers_detail_a_id_1538.html
app_answers_detail_a_id_1313,What does conferral mean?,"'Conferral' or 'conferred' means you have officially been awarded your degree. Conferral happens at the next scheduled graduation ceremony after you have completed your course, either in your presence or 'in absentia' if you can't make it to the ceremony. You can't delay the conferral of your award (you'll graduate at the ceremony whether you attend or not), but you can take part in a future ceremony as a walk through (where you participate in a graduation ceremony as though you were graduating but have already had your award conferred). To be eligible for conferral, you must have completed all requirements for your award and have no outstanding fees. If you are eligible to graduate and have a genuine need to have your award conferred early, you may apply to have it conferred in absentia at the next available meeting of the University Council. Graduation dates and information can be found on the Graduation ceremonies webpage. Am I eligible to graduate? My testamur has not arrived in the mail. What can I do?",app_answers_detail_a_id_1313.html
app_answers_detail_a_id_1276,Can I apply for a payment plan or payment extension?,"There are a range of payment plans for university students in Australia, and your payment options depend on your student type. Domestic students in a Commonwealth Supported Places (CSP) do not qualify for a fee payment extension or payment plan, however may be eligible to defer course costs to a HELP loan. International students and Domestic students in Full-Fee paying places may be able to apply for a Payment Plan or to extend your payment due date - if experiencing temporary financial hardship. For an extension, you can apply to extend your fee due date up to four (4) weeks from your original fee due date. Payment plans are available for students enrolled in: Semester 1, Semester 2, or Trimesters (Accelerated Study Periods 1, 2, 3; Health Study Periods 1, 2, 3 and IPC Semester 1, 2, 3). Have completed at least one study period Be enrolled in at least 25 credit points of units for the relevant study period Have no outstanding debt from previous study periods Not be eligible for FEE HELP (Domestic Students only) Provide a written explanation of the unexpected or exceptional event that is preventing payment by the normal due date. Examples of unexpected or exceptional events: - Transfer restrictions (eg. bank closure) - Medical/health condition - Loss of sponsor’s business - Loss of sponsor’s job/income - Loss of family member - Natural disaster - Civil war I made a payment to the University: why can’t I see it on eStudent?",app_answers_detail_a_id_1276.html
app_answers_detail_a_id_2541,What is an indicative fee?,"My course was supposed to be free, why are there fees on my invoice?",app_answers_detail_a_id_2541.html
app_answers_detail_a_id_1847,What is FEE-HELP?,"FEE-HELP is a loan scheme that assists eligible domestic full fee-paying students (see your letter of offer) to pay all or part of their tuition fees. The total amount of FEE-HELP you can access is known as the 'FEE-HELP limit'. If you aren't studying a Postgraduate course, a FEE-HELP loan fee will apply to the amount you borrow. To continue accessing FEE-HELP, you must maintain a pass rate of 50% or higher. Check the Study Assist website for more information on eligibility, loan limits, pass rate requirements and the loan fee. Am I eligible to defer my fees? Can I defer my Student Services & Amenities Fees (SSAF)",app_answers_detail_a_id_1847.html
app_answers_detail_a_id_1264,What is a grade point average (GPA) and how is it calculated?,"Your Grade Point Average (GPA) is a summary of all your final results for each course you do. If you fail a unit it is still taken into account - even if you later pass the same unit - and credited units, ungraded passes, and units you are waiting on official result for aren't included in your GPA. Where can I find my GPA? You can see your GPA on your Academic Transcript - which you can download in the 'MyStudy' tab in eStudent. The maximum you can get is 7 points. To calculate your total GPA, the grade for each unit is multiplied by the unit credit points (eg 6 x 12. 5 if you have a Distinction in a standard 12. 5 credit point unit). Your GPA for your course is then the sum of grade points divided by the total credit points attempted. 7 - HD (High Distinction) 6 - DN (Distinction) 5 - CR (Credit) 4 - PP (Pass) 3 - FP (Faculty Pass) 0 - NN (Fail) 0 - AN (Absent deemed failed) 0 - WN (Withdrawn/Fail) For more information about individual grade codes, please visit the Student Portal.",app_answers_detail_a_id_1264.html
app_answers_detail_a_id_2375,What support services are available?,"There are many support services available to help you adjust to university life, support you through your studies, and help you get the most out of your university experience. Who to see if you need support: Student Advisers - can help you if you’re not sure where to start Accessibility services - can help make sure a disability or health concern is not a barrier to your study Counselling - we offer free personal counselling and after-hours crisis support to help you with any personal issues For learning and academic skills support you can access: Peer Assisted Study Support (PASS) - sessions can help you to succeed in your units Learning Advisers - to help with study-related challenges and developing your academic skills Ask a Librarian for help Get 24/7 study help in MyLO with Studiosity (available in your MyLO unit) To become familiar with the range of services here to assist you with different aspects of uni life and learning, and the suite of programs to help develop your skills and achieve success, visit the Support page in your Student Portal or check out the Guide to Support for Students: Policies, Procedures and Frameworks.",app_answers_detail_a_id_2375.html
app_answers_detail_a_id_1299,Can I apply for the removal of my debt in special circumstances?,Cancellation of any HECS-HELP or FEE-HELP debt incurred for the units; and/or Refund of any Student Contribution or tuition fees paid up front; (This application does not include a refund of the Student Services and Amenities Fees. ) and/or Removal of academic penalties How long will it take? You will receive an outcome for your application within 28 days. If you would like to discuss contact UConnect.,app_answers_detail_a_id_1299.html
app_answers_detail_a_id_1601,I am receiving a scholarship which covers my tuition fees. Do I need to pay the SSAF?,"If your scholarship is administered by the Scholarships Office, yes, you will still need to pay your SSAF. You can check your outstanding fees balance by generating your eStudent invoice. You may be interested in: Can I defer my Student Services & Amenities Fees (SSAF)",app_answers_detail_a_id_1601.html
app_answers_detail_a_id_2551,How do I register for multi-factor authentication (MFA)?,"Multi-factor authentication (MFA) provides an additional layer of authentication to improve account and information security from unauthorised access. New students and staff are required to set up a multi-factor authentication (MFA) as part of the onboarding process. To register for MFA: Please access our comprehensive step-by-step guide below, which includes: How to register using the Microsoft Authenticator application, and; How to register using SMS/phone calls to authenticate your login. If you need help with your MFA, please contact the IT Service Desk or call 13 UTAS (13 8827). I am having trouble with my multi-factor authentication (MFA).",app_answers_detail_a_id_2551.html
app_answers_detail_a_id_1892,How do I manage my study load/time?,"To keep on track with your studies you should be dedicating about 10 hours per unit, per week. This includes time spent in class, on assessment tasks, and in independent study. There are resources in the learning and academic skills page in your Student Portal to help you keep on top of managing time, including assessment planners, study time planners, and more. If you are having trouble keeping up with your studies, reach out. Your student advisers, learning advisers and counsellors are here for you - find information and links in your Student Portal.",app_answers_detail_a_id_1892.html
app_answers_detail_a_id_1036,Can I change my course/degree?,"You may be able to change your degree if you meet the requirements - these differ depending on whether you are a domestic or international student. Domestic Students If you have completed some study but want to transfer to another course, this may be possible (exceptions below). Email your transfer request to U. Connect@utas. edu. au and a Student Adviser will be in contact about your options, including your eligibility for unit credits. If you meet the requirements to transfer to a new course, you will be granted an offer. International Students You will need to submit a new application prior to your new course start date. Your application will be assessed within ten business days, and you must remain enrolled in your original course, attend classes, and engage the unit content until a decision is reached. You will receive an offer of enrolment if you meet the entry requirements for your new degree. You will need to accept your new offer and pay any outstanding tuition fees before you can be granted a new Confirmation of Enrolment (CoE) If you are not granted an offer, you will need to continue with your current course, so you don’t breach your student visa conditions. Please contact the International Student Advisers if you wish to discuss your decision to change course, including any affects it may have on your student visa. Exceptions If your intended course is included in the list below, eligible applicants need to apply via your Application Portal. College of Health and Medicine (CoHM) 54A Bachelor of Pharmacy with Applied Honours H3N, H30 Bachelor of Nursing H4B Bachelor Nursing Clinical Offers (Transition to Practice) M3N MBBS Bachelor of Medicine and Bachelor of Surgery H3X Bachelor of Medical Science and Doctor of Medicine M4Y Bachelor of Psychological Science with Honours M6I Graduate Diploma in Counselling M7L Master of Psychology Clinical M7Q Master of Professional Psychology 53X Bachelor of Paramedicine All Undergraduate and Postgraduate programs Initial Teacher Education (ITE) programs 43B Bachelor of Education Primary 43F Bachelor of Education Applied Learning 43J Bachelor of Education Health and Physical Education E7G Master of Teaching Primary and Secondary Current students may apply for a course transfer for any Tasmanian School of Economics and Business course. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. B3A Bachelor of Business - students applying to transfer into accelerated Bachelor of Business in Launceston should be aware that it may not be possible to complete their degree within the shortened timeframe. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. 21A Diploma of University Studies (Nursing Foundation Studies) - the Nursing Foundation Studies specialisation is subject to a quota. All applications into this specialisation must be through your Application Portal. All applications into this specialisation must be through your Application Portal. All applications into this specialisation must be through your Application Portal. I am studying at another University, how do I transfer to the University of Tasmania?",app_answers_detail_a_id_1036.html
app_answers_detail_a_id_1088,What's an Academic Transcript and how do I order one?,"Official Academic Transcripts are legal documents that record all study you have completed. A complimentary digital copy is provided when you graduate and you can order another one (for a fee). If you only need a copy of your academic record (a free, unofficial, document) you can get this via eStudent ( details below ). Complete the online transcript order form to order a digital transcript, or Contact UConnect to order a hardcopy transcript. If ordered before 4pm on a business day, you will receive the details after 2pm the following business day. Digital transcripts cost $20 and are provided via My eQuals through your University email address or, if this is no longer active, through the alternate address we have on file. If you no longer have access to your University email, you may wish to contact UConnect to confirm the details we have on file. Hardcopy transcripts cost $20 plus postage and are produced within 10 working days. If you have an active sanction, you will not be able to request your academic record until the issue has been resolved and the sanction has been lifted. Go to 'MyStudy' tab Select 'Manage my course' And then 'Transcripts and Invoices' from the options on the left Press 'Request' against the option for 'Academic Record' Your record will be emailed to your University of Tasmania webmail If you need assistance please contact UConnect.",app_answers_detail_a_id_1088.html
app_answers_detail_a_id_1278,What does it mean to have a sanction or fees overdue notice?,"Sanctions are a note on your student record that can prevent you from viewing your results; accessing transcripts, completion letters, and unofficial academic records; or graduating. Sanctions will apply if you have outstanding tuition or Student Services and Amenities (SSAF) fees, haven't completed a compulsory MyLO module, haven't provided your Unique Student Identifier (USI), have an outstanding library invoice, or have an Accommodation fine. 'SPR' sanctions prevent you from enrolling while your College reviews and updates all study plans for your course. 'LAP' sanctions indicate that you are on a Learning Access Plan. Viewing sanctions: To check for active sanctions, access 'Sanctions' under the 'MyDetails' tab in eStudent. Fee sanctions: Tuition fee or Student Services and Amenities (SSAF) sanctions apply if a debt has not been fully cleared by the ' fee due date fee due date '. It can take 3 - 5 business days f or payments to process and sanctions to be removed. See How do I pay my fees? How do I pay my fees? Accommodation fees: Log into your Resident Portal or contact the Student Living team. See How do I pay my fees? How do I pay my fees? Academic Integrity (MyLO Module): Log into MyLO and complete compulsory Academic Integrity Module compulsory Academic Integrity Module (you need to score 100% on the quiz). You should receive a notification within 5 working days that your sanction has been lifted. If this does not happen, please contact UConnect. Unique Student Identifier (USI) sanctions: USI sanctions apply if you have not yet provided your USI or if the personal details on the USI register do not match your personal details with the University. If you haven't already, create your USI, then upload it via eStudent (either when you complete your Commonwealth Assistance form, or by completing the Enter/Update Unique Student Identifier form). Please make sure your your personal details are up to date both in eStudent and on the USI register. Library invoices: Log into your 'My Library' account then see How do I pay? If you have concerns about a sanction or you believe a sanction has been incorrectly applied, contact UConnect. More information about Fee policies can be found on the University Policies page, under 'Student Participation and Attainment'. I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1278.html
app_answers_detail_a_id_2575,I am having trouble with my multi-factor authentication (MFA).,"If you’re unable to access to the device you used when creating your multi-factor authentication (MFA), you can request a temporary bypass so you can sign into your account and register on a different device. Here's how: Go to the recovery website. Type in your university email address, Select Next, enter your password (passphrase), and sign in, Select the alternate email address you added when you registered for MFA, Type the full email address and click Verify. You will get on-screen confirmation that you have successfully verified the alternate email address. Your temporary access pass information will be sent to this address. Now, go to the Microsoft Sign in Security page, Select the Use your Temporary Access Pass option, Enter the temporary access pass code sent to your email to sign in. If you need to register another mobile device, visit How do I register for multi-factor authentication (MFA)? If you need help with your MFA, please contact the IT Service Desk or call 13 UTAS (13 8827).",app_answers_detail_a_id_2575.html
app_answers_detail_a_id_1207,How do I make an appointment with Advisers and Counsellors?,"The university counselling service is a free, high quality service offering individual face-to-face, phone and online sessions to enrolled students. You can book in with one of the Counsellors via the Student Safety and Wellbeing page. There is also after-hours counselling available to you. Student Advisers can help you with time and study management, enrolment, choosing units, and advice on your study plan and course progression. Student Advisers International Student Advisers Accessibility Advisers Learning Advisers 2. Click on the 'Appointments' tab 3. Select your campus (or 'distance') 4. Select the name of the service from the list (below ""What would you like to talk about? "") or, if you want an appointment with a particular Adviser / Counsellor, select their name from the list of practitioners. 5. View available appointments and complete the online booking form. If you need help making an appointment and are unsure which service you need, contact UConnect. For Study Abroad and Exchange book an appointment here. Future students: Contact a friendly team member at 13 UTAS (8827) and choose option 2; or, email course. info@utas. edu. au. International student support services",app_answers_detail_a_id_1207.html
app_answers_detail_a_id_2142,What is a Personal Competency Statement?,"Tell us about your confidence in using technology? - Part of studying involves using online platforms for tasks like enrolling, submitting assignments or accessing course content. Tell us about how comfortable you are using technology in your everyday or work life that may help as you commence study. Tell us about your time management skills? - Managing your time effectively can make balancing life and studies much easier. Tell us more about the steps you take to stay organised and on track. Tell us about your work and life experience? - Tell us about your life and work experiences that might be relevant in your study at university. Be sure to highlight any achievements and skills that will support your study journey. I have received my offer to study, what do I do next?",app_answers_detail_a_id_2142.html
app_answers_detail_a_id_1249,What are the key dates I need to know about?,"View the key dates for all study periods on the Key Dates page. Beyond the start and end dates, ensure you understand the key dates for each study period you are enrolled under as they can have financial and / or academic implications for you. For example: Fee due date - if fees have not been covered by this date you will have a sanction Census date - if you are enrolled in a unit past this date, you are liable for its fees Last withdrawal without fail date - if you withdraw from a unit after this date you will be liable for the unit fees and you will receive a fail result for the unit Results release date - the date you can find out your grade",app_answers_detail_a_id_1249.html
app_answers_detail_a_id_2021,How do I apply for a Credit Assessment (Advanced Standing / Recognition of Prior Learning)?,"If you have prior study or professional experience that is similar to the course you intend to study at the University of Tasmania, you may be eligible to apply for course credit. This means you could receive an exemption for one or more units, potentially shortening the time it takes to complete your degree. International students: You can apply for credit when you apply for your course, or, if you are already admitted to your course, complete the online form following the steps below. Domestic students: You need to have applied for your course and accepted your offer before completing the online form to apply for advanced standing. Follow these steps to complete the Credit Assessment (Advanced Standing / Recognition of Prior Learning) form online. Log in to or create an account in StudyLink Select 'Start an Application' from the red bar Search for the keyword 'Credit' and then hit search Start your application To complete your application for course credit, you will need: Unit outlines and academic transcripts from your previous studies Your curriculum vitae (CV) if you would like to be assessed on your work experience, or if your previous study was more than five years ago Please note, there may be restrictions on the amount of credit you can receive and/or the length of time since the previous study was completed. Please check the University of Tasmania Credit Procedure for more information. If you have completed previous study with UTas (within the last 10 years) and are applying for a new course, your previously studied units will be automatically be assessed for credit toward your new course. This usually happens within 2 weeks of Admission into your course. If it has been more than 2 weeks, please contact U. Connect@utas. edu. au When will I know the outcome of my credit application? Credit Assessments can take 2 to 4 weeks for approval, so you should apply well before your study period starts. The outcome of your application will be emailed to you. Visit the Recognition of prior learning page for more information. I am waiting on the outcome of my credit application. Do I still need to enrol? I am studying at another University, how do I transfer to the University of Tasmania?",app_answers_detail_a_id_2021.html
app_answers_detail_a_id_1108,Information about Overseas Student Health Cover (OSHC),"Overseas Student Health Cover (OSHC) is health insurance for international students that assists in covering the cost of: Out of hospital medical treatment In hospital medical treatment Prescription medicines Emergency ambulance assistance Day surgery accommodation It is a requirement of your student visa to get OSHC for the duration of your stay in Australia as international students are not eligible for Medicare (the Australian government's public health insurance system). You can renew your membership directly with your OSHC provider, however it is valid for the length of your visa and will not be affected if you go home for the holiday periods. You might be able to suspend your OSHC if you take a Leave of Absence. Who is my provider? If you paid for your OSHC cover when you accepted your offer your policy will be with Medibank, the University's preferred provider, however you can choose which ever OSHC provider you like. You do not have to choose the University's preferred provider. When does my cover start? If you are a new student who arranged your Overseas Student Health Cover (OSHC) through the University, your cover will begin on the start date as stated on your Confirmation of Enrolment (CoE). If you arrive in Australia before or after this date, you will need to update the commencement date of your OSHC policy. When will I get my Medibank Policy Certificate (OSHC)? Medibank will email your Policy Certificate within five business days of your CoE (Confirmation of Enrolment) being issued. If it has been longer than this and you haven't received it, contact utas. oshc@utas. edu. au. If you are travelling alone, you shouldn't need a copy of your OSHC Policy Certificate for your visa application. If you indicate that OSHC is arranged by your education provider (University of Tasmania), you only need the start and end date of your OSHC. Take this from your CoE. The health insurer's name and policy number are only needed if your OSHC is not arranged by the University of Tasmania. If you are travelling with family members, email all full names, gender, and dates of birth to utas. oshc@utas. edu. au. How do I get my membership details? If you hold your OSHC policy with Medibank you can order your membership card online using your University of Tasmaia student ID number. This will take about 2 weeks. If you hold your OSHC policy with another provider you will need to visit their website or contact them for information. For further information, go to the international student health insurance website. I need to apply for a new student visa so I can finish my course in Australia. When do I apply and how? I have received my offer to study, what do I do next?",app_answers_detail_a_id_1108.html
app_answers_detail_a_id_2025,Can I change my University username or email address?,"Usernames and email addresses are automatically selected based on your University profile. You can request to have your username and email address regenerated if it does not align with your current name details, if there is a spelling mistake, or if there are other extenuating circumstances. You may be asked to provide supporting documentation to support your request. For more information please call 13 UTAS (13 8827) or submit a service ticket. I am having trouble with my multi-factor authentication (MFA).",app_answers_detail_a_id_2025.html
app_answers_detail_a_id_1782,What is SA-HELP?,The SA-HELP scheme allows eligible students to defer their Students Services and Amenities Fees (SSAF) to their HELP loan. You do not need to complete a SA-HELP form if you wish to pay your SSAF up-front. See also: Can I defer my Student Services & Amenities Fees (SSAF) I submitted an eCAF but my SSAF has not been deferred. Why? I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why? Am I eligible to defer my fees?,app_answers_detail_a_id_1782.html
app_answers_detail_a_id_1800,How long does a bachelor degree take to complete?,"A bachelor degree usually takes three years of full-time study (8 units or 100 credit points per year) to complete. Some courses are fast-tracked to be completed in two years. Other courses require the completion of a fourth year of study in order to become qualified in that particular field, such as Education and Teaching, and Engineering. You can check the amount of time you have to complete any course under 'Duration' in your course's entry on the Courses and Units page: Please note that some courses do not allow part time study, for example the Bachelor of Medical Research, so if you are considering part time study, contact a Student Adviser for help with planning your enrolment. 'Minimum' - is the shortest time to complete the course if you are studying full time 'Maximum' - is how long you have to complete the course if you are studying part time time. If you are likely to exceed the maximum time to complete your course, you will need to contact UConnect to apply for an extension. If this is approved, the expected date of completion for your course will be adjusted. Your weekly time commitment will depend on the number of units you are enrolled in, and the different activities you will need to participate in for each unit (for example, lectures, tutorials, practicals, or workshops). In addition to this you need to allow time for reading, and assessment tasks. To manage your time effectively, you should allow around 10 hours of study time (including class time) for each 12. 5 credit unit per week. This means that a full-time study load is approximately the same time commitment as full-time work (between 30-40 hours a week).",app_answers_detail_a_id_1800.html
app_answers_detail_a_id_2595,How are rents set for University accommodation?,"I am an international student, and my family is living with me. How do I enrol my children at a school or childcare centre?",app_answers_detail_a_id_2595.html
app_answers_detail_a_id_2516,How do I apply for University accommodation?,"Step 1: Register in the Accommodation Portal, and Step 2: Submit your online application. There are several stages in the online application process; please take care to complete each section. An email will be sent to you when we have received your application. Once we have reviewed your application, we will notify you of the outcome by email. Applications for the following year usually open at the end of August. We also have Semester 2 intakes, with applications opening in early April. Applications are processed in order of the date we receive them. For prospective residents, we recommend you apply as early as possible. If you change your mind and would like to withdraw your application, please contact us.",app_answers_detail_a_id_2516.html
app_answers_detail_a_id_1754,What can I take into my exam and what will I need?,"These are the only items allowed into an exam venue (unless stated otherwise): Student ID card (required) Wallet / wallet-sized purse Pens, pencils, erasers and rulers (loose or in a clear plastic bag) Water bottle (clear plastic, preferably with a pop-top lid) Sweets If you have COVID, are a COVID close-contact or have flu-like symptoms please do not attend your on campus exam. You can defer your exam and will not be disadvantaged. Find this form on the Student Portal Forms page. Mobile phones and smart devices, including smart watches, are not permitted in University exam venues. This includes off-campus and off-shore venues. We do not have security storage options for personal belongings that are not able to be taken into the exam room, so it is best to leave these items at home or in a safe place. If you have a medical condition which means you need access to food / drink / medication during your exam, you may apply for alternative arrangements. Bringing unauthorised materials in an exam is a breach of Academic Integrity and penalties apply (see Academic Integrity and the Student Academic Integrity Ordinance ). Online exams. What do I need to know?",app_answers_detail_a_id_1754.html
